Time,Epoch,Fp1,FP2,F3,Fz,F4,T7,C3,Cz,C4,T8,P3,Pz,P4,PO7,PO8,Oz,Event Id,Event Date,Event Duration
16.39999994,512,37.52974335,33.88299611,25.20897195,8.706352164,8.415400473,9.85469239,10.99512277,18.19640074,17.30083715,2.86087128,-2.831920972,7.45920064,11.03322401,-1.558932916,-14.48239511,11.9379675,,,
16.40399994,512,40.69573842,32.12791483,27.86925137,11.68240429,8.606634966,11.27084357,14.14854436,16.62578653,19.18734841,6.054288179,-1.572957027,7.454877138,12.51087824,-1.892912399,-12.45126316,13.2552777,,,
16.40799994,512,43.01394965,30.39385005,28.75106294,13.80487469,8.388941363,12.16055633,16.4043944,14.08475267,18.84034067,8.52939258,-0.828401379,7.293859208,12.79142645,-2.716938473,-10.50294744,12.90319457,,,
16.41199994,512,43.59037983,29.66314028,26.96815804,14.80447079,7.660722436,12.47216439,17.30435719,10.46686159,15.78308057,8.96149568,-0.670592183,6.339224675,11.0117079,-3.721504415,-9.13070548,10.94217626,,,
16.41599994,513,42.46760537,30.11328157,22.74868156,14.40448491,6.604916713,12.11416292,16.74576224,6.159038836,10.6157749,7.269652806,-1.32153781,3.995299742,7.182904495,-4.912557957,-8.573820658,7.899031332,,,
16.41999994,513,40.85890606,31.36756356,17.35850573,12.945195,6.000601481,11.06354891,15.11480227,1.870726112,4.820877528,4.901552924,-2.509428795,0.563581805,2.552195722,-5.912658513,-8.978232336,4.632910682,,,
16.42399994,513,40.55276409,33.02158698,12.56947446,11.52767072,7.049992439,9.687186108,13.40291786,-1.400662231,0.217087172,3.995623186,-3.249562039,-2.658143001,-0.964190681,-5.826988685,-10.32185678,2.095185649,,,
16.42799994,513,42.70616356,34.91245676,10.04256454,11.45874701,10.76013541,8.850913155,13.06531951,-2.369327035,-1.621082037,6.085806923,-2.35910442,-4.123815493,-1.831188415,-3.837739366,-12.1743466,1.100453754,,,
16.43199994,513,46.90502152,37.06500793,10.79832375,13.45584919,17.27194864,9.534272945,15.46811616,0.186231726,0.166408059,11.3290493,0.720799306,-2.940366116,0.378281007,0.19559127,-13.67353096,2.144947251,,,
16.43599994,513,51.18369897,39.47263872,14.81474718,17.13889079,25.56622249,12.20337957,21.10000055,6.641126262,5.430926946,18.61180514,5.452881532,0.67864629,4.968926878,5.594531041,-13.87389639,5.254810921,,,
16.43999994,513,53.10017474,41.80929588,20.89907988,21.13670273,33.80305006,16.45658464,29.02733882,15.79397554,13.00081548,26.19846392,10.46650604,5.552732644,10.65169786,11.08647186,-12.27977032,9.879329973,,,
16.44399994,513,51.28561831,43.29890629,26.98631986,23.85256702,40.14865782,21.16338384,37.00874121,24.82404006,20.95512757,32.39352511,14.39881581,10.10805054,16.15884483,15.28257754,-9.266999719,14.92147591,,,
16.44799994,514,46.37768066,43.09792823,30.84990792,24.45428624,43.56890576,24.95454827,42.34703939,30.27045549,27.12786435,35.90196532,16.69902583,13.08284473,20.5661757,17.34380374,-6.089686132,19.07767003,,,
16.45199994,514,40.6326652,41.06889069,30.99117964,23.29848267,44.0926762,26.81568896,43.17443399,29.77489886,29.82446806,35.94003287,17.78384182,14.00133147,23.28070859,17.44344618,-4.282522511,21.43680582,,,
16.45599994,514,36.60396706,38.15901342,27.28958582,21.38283159,42.46055208,26.50572303,39.49228283,23.56967174,28.54000076,32.35620415,18.46425548,13.15522467,23.92412052,16.54683663,-4.721733857,21.8207318,,,
16.45999994,514,35.79503097,35.85333612,21.08733743,19.44466446,39.57448027,24.57857568,33.22507738,14.50485828,24.19636974,25.8504006,19.24302098,11.21272478,22.36645653,15.6832559,-7.063011243,20.52522084,,,
16.46399994,514,37.91856841,35.13908824,14.66727896,17.69913027,36.24252901,22.0175755,27.12906456,6.408954716,18.62221272,18.02196882,20.14131459,8.858709829,18.93740403,15.41771928,-10.04100041,17.94268038,,,
16.46799994,514,41.06870339,35.83528147,10.21568619,16.20421173,33.16630211,19.66282851,23.21921103,1.925491782,13.55820802,10.89690632,20.93749052,6.597053121,14.49683697,15.78227905,-12.32003168,14.5924811,,,
16.47199994,514,42.71858182,36.74851209,8.617130378,14.99142654,30.76282601,17.68731136,21.71748572,1.305913352,9.826871908,6.037270217,21.2303782,4.551539734,10.08323494,16.33820957,-13.18114101,11.23886868,,,
16.47599994,514,40.95186217,36.52839256,8.929916865,13.81136204,28.90602357,15.49462057,21.17498544,2.813197604,7.25075549,3.890672513,20.34584694,2.402267716,6.415544526,16.28259415,-12.6730131,8.632585048,,,
16.47999994,515,35.34204284,34.60865746,9.188255309,12.1855436,27.10469931,12.24169984,19.64513391,4.22323498,5.376360996,3.908135066,17.60349463,-0.246651306,3.758117437,14.83779547,-11.32148293,7.113266063,,,
16.48399994,515,27.20493261,31.51232286,7.940417479,9.85062386,25.06424662,7.583511218,16.05314647,4.213790377,4.266833323,5.190356456,12.85120196,-3.380865453,2.121404303,11.73019455,-9.660589104,6.441611521,,,
16.48799994,515,18.96856484,28.33294396,5.134747628,6.884942292,22.90181439,1.947382291,10.79515669,2.706587255,4.460256636,6.988215381,6.59851821,-6.634738921,1.349815305,7.194619069,-7.89322666,5.785975184,,,
16.49199994,515,12.74720132,25.8652787,1.751340488,3.358503066,20.74582279,-3.83086213,5.274507104,0.261976581,6.149110474,8.746116351,-0.356470472,-9.826128575,1.019034614,1.538184401,-5.92624194,3.893697465,,,
16.49599994,515,9.169302023,24.00993896,-1.096772578,-0.769112072,18.42809209,-9.013630787,0.933296194,-2.617601773,8.619780319,9.955585032,-7.162904391,-13.13587978,0.548394538,-4.958584423,-3.713665133,-0.183391236,,,
16.49999994,515,7.608019788,21.85728188,-2.643779067,-5.110850928,15.89394741,-13.07464192,-1.394448707,-5.625058324,10.67006793,10.225894,-12.67829831,-16.53067937,-0.297317864,-11.43565141,-1.537900152,-6.006438823,,,
16.50399994,515,7.415514917,18.49167779,-2.458899885,-8.379511885,13.77788309,-15.43137758,-1.473455652,-8.332729981,11.51253688,9.571723093,-15.33524745,-19.14691492,-1.023179751,-15.99003472,0.079973431,-11.45525274,,,
16.50799994,515,8.490537063,13.9641317,-0.527700248,-8.954027622,13.06098831,-15.3895512,0.566749068,-10.06557938,11.10896334,8.428726163,-13.86182458,-19.6644285,-0.799423976,-16.48522604,0.76692206,-14.02084516,,,
16.51199994,516,10.49271829,9.505196364,2.392782253,-6.275261931,13.896273,-12.71190057,4.113519808,-10.38620629,9.636121985,7.125448532,-8.51654604,-17.56648966,0.552902887,-12.31052528,0.583045051,-12.75613751,,,
16.51599994,516,11.98709065,6.657111238,4.789436614,-1.563341461,15.06529101,-8.242295676,7.815237184,-9.712925463,6.915273955,5.392471259,-1.422436371,-13.8816421,2.102079159,-5.241860074,-0.075792301,-8.953265727,,,
16.51999994,516,10.91566078,6.160756161,5.260883159,3.100370036,14.93160969,-3.65431751,9.962641406,-9.173234869,2.655503153,2.638114861,4.713613614,-10.44497123,2.519358599,1.740317917,-0.782953842,-4.909831075,,,
16.52399994,516,6.063438432,7.637928838,3.54958576,6.325094314,12.83121569,-0.439732654,9.535855311,-9.682596324,-2.804778635,-1.271208943,8.327557887,-8.496761706,1.173916486,6.516582292,-1.24573653,-2.225731458,,,
16.52799994,516,-1.826393446,10.06858204,0.656892739,7.982439049,9.38857597,0.848325865,6.957446147,-11.2070183,-8.256227268,-5.606683468,9.575195076,-8.035835415,-1.497069014,8.815495923,-1.291907517,-1.182832456,,,
16.53199994,516,-10.15957974,12.29228096,-1.961116367,8.650755067,5.753882696,0.613486068,3.86545765,-12.83777521,-12.16537617,-9.039794155,9.684583689,-8.165810693,-4.343549727,9.698392881,-0.873139881,-1.112007981,,,
16.53599994,516,-15.91918725,13.17931834,-3.258987056,8.90647167,2.782295619,-0.195178543,2.167981502,-13.43314124,-13.42484406,-10.24300659,10.05556613,-7.796395403,-6.010877163,10.49870618,-0.11281611,-0.917253005,,,
16.53999994,516,-17.65251422,11.76495624,-3.076271676,8.929976622,0.630007713,-0.680872081,2.983042338,-12.35383671,-11.81013087,-8.578473135,11.56464995,-6.331749907,-5.516710193,11.94447629,0.754638266,0.377409413,,,
16.54399994,517,-16.43695103,7.551859912,-2.252679309,8.313857714,-1.329628634,-0.640647538,5.954251826,-9.93588082,-8.063553054,-4.618973295,14.06601982,-4.110716538,-2.863406758,13.68471441,1.565565401,2.99453576,,,
16.54799994,517,-14.87150893,0.806496988,-2.227608923,6.268980476,-4.136698372,-0.722502539,9.367819914,-7.340072169,-3.561742508,0.020320303,16.44506167,-2.137904372,0.901329902,14.53218128,2.332642428,6.233176283,,,
16.55199994,517,-15.08017576,-7.325710377,-4.094181963,2.40318084,-8.36567673,-1.75176366,11.1327755,-5.744675911,0.356186138,3.662883834,17.47045294,-1.172522062,4.45854253,13.46227135,3.174998004,9.115033744,,,
16.55599994,517,-17.50307308,-14.95898663,-7.812080731,-2.6247911,-13.42676528,-3.870119378,9.985093522,-5.55254828,2.915305763,5.54986636,16.71427612,-1.134438799,7.041470823,10.51838357,4.229705456,11.15610553,,,
16.55999994,517,-21.03993503,-20.01990736,-12.33031484,-7.441653347,-17.82309378,-6.42685401,6.070130609,-6.386003234,3.86455103,5.916858016,14.60996609,-1.464292829,8.474780393,6.716344447,5.644819914,12.43346749,,,
16.56399994,517,-23.9263096,-21.21521758,-16.41551555,-10.9809892,-20.14793142,-8.624046981,0.628546918,-7.784442292,3.092637816,5.283868,11.83991977,-1.853843593,8.708028646,3.205834532,7.48311829,13.09529035,,,
16.56799994,517,-24.78945671,-18.88163541,-19.39797409,-13.12264111,-19.94654604,-10.14848332,-4.853425008,-9.791358455,0.432986943,3.79785228,8.913194443,-2.498291329,7.588531687,0.624753341,9.47557426,12.96257534,,,
16.57199994,517,-23.52810897,-14.98254008,-21.37953971,-14.52562412,-17.94972769,-11.25918399,-9.439930963,-12.88040217,-4.158855395,1.155460168,6.150020067,-3.843171342,4.97086826,-1.013838051,10.96566269,11.49599159,,,
16.57599994,518,-21.41881578,-12.09104378,-22.90564217,-16.03441102,-15.72671856,-12.38319203,-13.00802499,-17.38083972,-10.28536359,-2.983376886,3.695097999,-6.236487732,0.848295969,-2.155223374,11.30482941,8.120417204,,,
16.57999994,518,-20.21255791,-11.99481059,-24.38602389,-18.09983424,-14.94352437,-13.64379967,-15.93211307,-22.9322203,-16.97018136,-8.443834259,1.459048478,-9.649386247,-4.531938683,-3.39934782,10.36262063,2.805622994,,,
16.58399994,518,-20.94736533,-14.75460111,-25.75057422,-20.45982289,-16.48777768,-14.77252726,-18.63106188,-28.43027116,-22.87473398,-14.21954157,-0.773525617,-13.50077203,-10.48717529,-5.077749184,8.609382691,-3.501331774,,,
16.58799994,518,-23.31817291,-18.66948252,-26.60380458,-22.23336559,-19.88026675,-15.40796421,-21.35164935,-32.52105546,-26.76248221,-18.67753534,-3.035771034,-16.73419188,-15.84496294,-6.92397246,6.76843385,-9.075098943,,,
16.59199994,518,-25.74735063,-21.2351675,-26.61772258,-22.44937462,-23.41366709,-15.36566424,-24.12526419,-34.24473657,-27.941034,-20.30138369,-5.00621617,-18.26231971,-19.30587221,-8.197941015,5.481877393,-12.29930492,,,
16.59599994,518,-26.17371458,-20.7679341,-25.81252507,-20.78903127,-25.16142943,-14.73185985,-26.80353772,-33.454864,-26.53135237,-18.61456154,-6.298291274,-17.66104629,-20.18215936,-8.387165118,5.152066442,-12.77821019,,,
16.59999994,518,-23.59452531,-17.6645148,-24.6525273,-18.03977402,-24.33692728,-13.98421388,-29.25450947,-30.93992253,-23.51632307,-14.67277739,-7.024460799,-15.66638785,-18.99176206,-7.94544756,5.779229523,-11.83209127,,,
16.60399994,518,-19.36127555,-14.16359122,-23.91121735,-15.74063309,-21.89901249,-14.00338091,-31.54805568,-28.13075207,-20.38580299,-10.60584365,-7.930490386,-13.87303911,-17.24816626,-8.118189569,6.86832498,-11.6598671,,,
16.60799994,519,-16.6405772,-12.71227965,-24.21049856,-15.05751054,-19.68599339,-15.57442299,-33.78147875,-26.28443056,-18.31476828,-8.293934603,-9.664174346,-13.53353693,-16.36206824,-9.678119986,7.675275569,-13.54494245,,,
16.61199994,519,-18.13265618,-14.36359775,-25.45907305,-15.74010572,-18.76006024,-18.56558249,-35.68250093,-25.60998092,-17.39921392,-8.09370966,-11.79391387,-14.35020044,-16.50164997,-11.80043421,7.67754426,-16.64837998,,,
16.61599994,519,-24.13653965,-18.4152873,-26.72622184,-16.19604174,-18.58125385,-21.58085031,-36.54040289,-25.14556304,-16.6706693,-8.70247237,-12.79163667,-14.50149636,-16.48968868,-12.45284589,6.879260834,-18.57024391,,,
16.61999994,519,-32.51235047,-23.20449101,-26.79464215,-14.80782625,-17.79663606,-22.58973287,-35.63757722,-23.55260049,-14.90284581,-8.290942071,-11.29526602,-12.10069743,-14.8800776,-10.10055202,5.808414539,-17.21746977,,,
16.62399994,519,-39.9910559,-27.15811009,-24.97069124,-11.36756698,-15.69229635,-20.19347955,-32.76198666,-20.09749281,-11.49875516,-5.876330563,-7.455095765,-6.810600234,-11.22242793,-5.117283635,5.270715175,-12.45260551,,,
16.62799994,519,-43.51662502,-29.37696007,-21.47864071,-7.310816838,-12.80284062,-14.59999315,-28.37124186,-15.03656075,-6.852784245,-1.866313727,-2.991608886,-0.154853986,-6.456090341,0.349133008,5.903257399,-6.326241182,,,
16.63199994,519,-41.2272253,-29.64710027,-17.20799427,-4.605722949,-10.29781584,-7.553304969,-23.41656667,-9.339853456,-2.139689275,2.35771868,0.01630529,5.603655677,-2.294619739,3.830874888,7.711624499,-1.75482415,,,
16.63599994,519,-33.29765999,-28.2066948,-13.18283977,-4.38004842,-9.011327898,-1.3422842,-19.08679998,-4.225081036,1.198973101,5.269296709,0.418823206,8.874495883,-0.247781682,4.066589583,9.960416597,-0.612698313,,,
16.63999994,520,-22.28845167,-25.58680499,-10.22039412,-6.359852029,-9.023657233,2.282673265,-16.54286205,-0.767782451,2.034941349,5.936281825,-1.581555526,9.373886893,-0.930975949,1.511784416,11.58275854,-2.688599993,,,
16.64399994,520,-12.22121876,-22.54030067,-8.797486771,-9.224070654,-9.856461721,2.710158501,-16.4534976,0.561030522,0.108167027,4.430365123,-4.803337105,7.925177913,-3.835036193,-2.249441153,11.81869788,-6.128269901,,,
16.64799994,520,-6.498109088,-19.88118328,-8.819807418,-11.28734429,-10.75507709,0.645058848,-18.36359398,0.395255069,-3.599637039,1.788886292,-7.657959756,6.018217831,-7.425765189,-5.403135705,10.59023227,-8.613073629,,,
16.65199994,520,-6.062629052,-18.19263656,-9.355062041,-11.08351226,-10.80059826,-2.06670089,-20.49047344,0.433844343,-7.078892871,-0.482923016,-8.600100119,5.428235551,-9.58782803,-6.438965225,8.376187085,-8.29824853,,,
16.65599994,520,-9.162208212,-17.59790571,-8.875880243,-7.849157435,-9.156512148,-3.173892236,-20.52733441,2.452073067,-8.316754285,-1.166812513,-6.593776309,7.6590302,-8.55275689,-4.410523534,5.809473834,-4.386389897,,,
16.65999994,520,-12.70350173,-17.75398547,-6.166909992,-1.890691547,-5.631866254,-1.161213414,-17.09654179,6.993819637,-6.548850745,0.076572916,-1.649135577,13.14065029,-3.99551389,0.706765445,3.393574577,2.47487446,,,
16.66399994,520,-14.09839578,-17.97316814,-1.189200956,5.433283258,-1.065233329,3.973827229,-10.70270862,12.93224739,-2.71355028,2.646507511,4.962857232,20.73922836,2.550622647,7.674994095,1.458406026,10.2942933,,,
16.66799994,520,-12.56701087,-17.37114923,4.847705721,12.25567258,3.05221711,10.84479043,-3.448046485,18.23390183,1.23012365,5.439324483,11.18063921,28.14412556,8.428445235,14.17568273,0.163233591,16.66874162,,,
16.67199994,521,-9.339963403,-15.21009444,10.17123985,17.01977487,5.528471383,17.39419518,2.118209912,21.09205438,3.461527958,7.409890865,15.07543512,32.94893365,11.21794918,17.75996645,-0.59848463,20.01790216,,,
16.67599994,521,-6.573729902,-11.4638003,13.32794827,19.16508711,6.219063432,21.65398795,4.162955234,20.63310707,3.139130005,7.975073154,15.64495461,33.71913235,9.847910114,17.17138762,-1.250068278,20.17413383,,,
16.67999994,521,-5.609346463,-7.047323949,13.80072046,19.34427215,6.021754587,22.41698681,2.24627981,17.1776173,0.653744428,7.210412077,13.10968767,30.51761004,5.004813667,13.15271245,-2.303553701,18.06825424,,,
16.68399994,521,-6.047663305,-3.230658537,12.1515656,18.99454644,6.176422847,19.7569254,-2.657429908,12.13023416,-2.700948219,5.757417589,8.672653626,24.75571459,-1.252051195,8.019807703,-3.951949825,15.00470133,,,
16.68799994,521,-6.428337529,-0.699860406,9.653733926,19.44683982,7.363029912,15.01685823,-8.797385036,7.299304391,-5.549089825,4.376400501,3.884327636,18.48188402,-6.556161561,4.209215971,-5.905325425,12.0023058,,,
16.69199994,521,-5.538078224,0.828035374,7.614806972,21.1518687,9.220141134,10.12178685,-14.48432853,3.939796539,-7.22273869,3.47494118,-0.066114096,13.44926514,-9.406236813,2.895221935,-7.633942626,9.42503371,,,
16.69599994,521,-3.021899366,2.164190882,6.799131924,23.54818368,10.65851821,6.719037737,-18.46403704,2.369175542,-7.811696275,3.070749504,-2.709064942,10.48234685,-9.62582647,3.666763812,-8.705076731,7.078078152,,,
16.69999994,521,0.708638256,3.838222388,7.237551733,25.559321,10.72164486,5.663058418,-19.85337647,2.381947705,-7.551113347,3.065098924,-4.147086493,9.447223634,-7.937648696,5.241919215,-8.939192361,4.681064091,,,
16.70399994,522,4.634609369,5.540138189,8.358676556,26.24312993,9.250909051,6.844899598,-18.26799603,3.717831711,-6.425572601,3.306891896,-4.720160947,9.612071363,-5.332895395,6.380525005,-8.425855541,2.219664095,,,
16.70799994,522,7.359450847,6.240199134,9.237216632,25.15830577,6.845652379,9.245546262,-14.2398372,6.005568504,-4.41309323,3.411082376,-4.862507537,10.00476095,-2.77504496,6.328810275,-7.449698706,-0.102586236,,,
16.71199994,522,7.676239817,4.987973827,8.936826857,22.40087874,4.350015972,11.31518078,-9.263159447,8.510434371,-1.821028588,2.829636348,-5.07152815,9.725130267,-0.995433812,4.872160882,-6.316610935,-1.959842912,,,
16.71599994,522,5.23060083,1.817643299,7.0041789,18.51746511,2.470345219,11.68453541,-5.112927405,10.25633307,0.821393463,1.353954136,-5.653155826,8.37382269,-0.0926308,2.379988094,-5.245592962,-2.788565635,,,
16.71999994,522,0.800090158,-2.034633668,3.902451497,14.41347272,1.745943569,9.860021485,-2.962524409,10.47062879,3.084924206,-0.473647337,-6.302204664,6.402102736,0.649235797,-0.14559122,-4.488373687,-1.84913131,,,
16.72399994,522,-4.017873895,-4.890617038,0.936091201,11.16469574,2.53796193,6.467623882,-2.988069706,8.868777136,4.719774172,-1.612503643,-6.052320669,4.896386663,2.217538126,-1.353044498,-4.448998508,1.224505987,,,
16.72799994,522,-7.57152467,-5.842866685,-0.506304161,9.598326031,4.715906675,2.89658126,-4.518514768,5.661081581,5.524610205,-1.291965042,-3.934563048,4.734370559,4.945374939,-0.273758897,-5.422815224,5.820943707,,,
16.73199994,522,-8.949402733,-5.464519896,0.097506731,9.759232965,7.320417581,0.543271781,-6.383509303,1.57997488,5.357293298,0.442372702,0.094492022,5.779238645,8.108184582,2.919748662,-7.08990876,10.35618953,,,
16.73599994,523,-8.277301703,-5.306518111,2.060745048,10.73436915,8.85604913,0.06459923,-7.323070216,-2.078052669,4.361358045,2.881541087,4.880223481,6.900428041,10.46266574,6.836136757,-8.425181956,13.04066063,,,
16.73999994,523,-6.32248505,-6.423438923,4.03256145,11.20382255,8.322732248,1.113176365,-6.501295939,-3.820175551,3.089112801,5.242815179,8.85892594,6.868841408,11.24249416,9.786152866,-8.341529194,12.96206869,,,
16.74399994,523,-3.859083884,-8.259231475,4.896806225,10.35229482,6.12033695,2.776808695,-3.922760717,-2.798852888,2.252288776,7.078398381,11.21060588,5.305661425,10.73071986,11.06847388,-6.511389226,10.70185817,,,
16.74799994,523,-1.508838444,-9.121833255,4.291759564,8.28883274,3.824302536,4.317035996,-0.421462454,0.516496271,2.241542608,8.188817503,12.260338,2.828886472,9.930047052,11.39970965,-3.600706013,7.872365495,,,
16.75199994,523,-0.099665544,-7.862744767,2.504760902,5.640319873,2.886442409,5.469808308,2.772284375,4.511657674,2.825123856,8.291408235,12.82117714,0.386414466,9.665484595,11.99765312,-0.807029944,5.823724578,,,
16.75599994,523,-0.714948139,-5.051693706,0.053001715,2.884716437,3.429583042,6.135989936,4.559018008,7.367586872,3.28401257,6.963018152,13.26899684,-1.487389255,9.943533631,13.29177767,0.823917804,4.653800431,,,
16.75999994,523,-3.884524151,-2.518806527,-2.584185333,0.16700873,4.228571093,6.032070651,4.331460879,7.991696773,2.868284632,4.046844595,13.30364244,-2.85687138,10.09034814,14.63720774,0.855030329,3.452125636,,,
16.76399994,523,-8.650042936,-1.855724011,-4.947327874,-2.35592071,3.77677569,4.748125307,2.113782965,6.270968027,1.234624011,0.085040514,12.47473258,-4.056704868,9.40916465,15.16689733,-0.467189978,1.43311276,,,
16.76799994,524,-12.77422601,-3.350730396,-6.578085434,-4.288552244,1.338225959,2.024546964,-1.502381673,2.738457978,-1.416165995,-3.844091027,10.70940592,-5.365087942,7.655458667,14.63915066,-2.440225236,-1.313009691,,,
16.77199994,524,-14.22699278,-6.125872119,-7.213204337,-5.320264294,-2.834570911,-2.058656764,-5.576936408,-1.777358932,-4.523923745,-6.897334935,8.294965502,-6.978712481,5.001758195,13.4232082,-4.22948236,-4.135241312,,,
16.77599994,524,-12.6149017,-8.975064745,-6.983306361,-5.667857052,-7.88535191,-6.97253043,-9.105197385,-6.270393724,-7.459640176,-9.093221682,5.613697215,-9.044913266,1.825234749,11.98421654,-5.136548057,-6.554646813,,,
16.77999994,524,-9.289686508,-10.96881765,-6.340803277,-5.961622661,-12.70630502,-11.71676651,-11.30638349,-9.70220999,-9.733471591,-11.11135145,3.098080747,-11.46833496,-1.324520615,10.62353638,-4.801671265,-8.480644608,,,
16.78399994,524,-6.26787846,-11.52599553,-5.778752301,-6.667548477,-16.15217978,-15.08221471,-11.87408685,-11.36764589,-11.11353432,-13.49783729,1.282667451,-13.72582578,-3.734799227,9.561949046,-3.311084441,-9.906323867,,,
16.78799994,524,-4.981035274,-10.35893057,-5.565547022,-7.720046146,-17.37194357,-16.16094708,-11.05384182,-11.21997494,-11.6475934,-16.11061841,0.630462849,-15.07694206,-4.778257972,9.003498566,-1.102790103,-10.68401908,,,
16.79199994,524,-5.566364649,-7.572529403,-5.596822169,-8.632550602,-16.1655032,-14.73224964,-9.442126475,-9.792438803,-11.51160202,-18.23835719,1.277546272,-15.04379057,-4.247143348,9.097148717,1.308475268,-10.61344361,,,
16.79599994,524,-6.876005154,-3.652945737,-5.424997139,-8.814549384,-13.01798905,-11.33054597,-7.663557508,-7.753446586,-10.78461165,-19.15177027,3.007975019,-13.71076083,-2.484586876,9.923637878,3.581631356,-9.642412531,,,
16.79999994,525,-7.18275772,0.824572243,-4.526133575,-7.894167487,-8.8098271,-7.110536289,-6.180516047,-5.49104239,-9.414090454,-18.65235847,5.391940021,-11.69070178,-0.276087046,11.452809,5.596038528,-8.009134481,,,
16.80399994,525,-5.287074658,5.360833231,-2.633568901,-5.953087918,-4.494402871,-3.525054,-5.233190888,-3.049606069,-7.418295802,-17.27883294,7.902530835,-9.864901135,1.467151665,13.45274394,7.301546279,-6.214028537,,,
16.80799994,525,-1.37267386,9.253196816,0.146985504,-3.441621048,-0.872663848,-1.761471034,-4.788614881,-0.429095532,-5.081944549,-16.01214533,10.08963107,-8.948160996,2.20062671,15.58401569,8.539572173,-4.738914722,,,
16.81199994,525,2.988305433,11.30924269,3.35880629,-0.803950886,1.520625065,-2.225957952,-4.612821771,1.987020079,-2.980048138,-15.71439578,11.80958091,-9.065478796,2.067470313,17.67963356,9.02590582,-3.751955841,,,
16.81599994,525,5.701912343,10.18094155,6.043393199,1.618758618,2.301806763,-4.512730364,-4.580297173,3.239050477,-1.883923683,-16.80082427,13.15208821,-9.77784016,1.603648525,19.73038726,8.550088531,-3.235738078,,,
16.81999994,525,5.248263221,5.229670264,6.631210061,3.123951417,0.975350702,-7.852064976,-4.908743411,2.16243732,-2.56004699,-19.29217454,13.9499408,-10.64638925,1.041471286,21.39120556,7.255871041,-3.453715146,,,
16.82399994,525,1.285478754,-2.803745782,3.530856621,2.356491698,-2.9813166,-11.58966711,-5.938869245,-1.740593355,-5.365106117,-22.881297,13.4971544,-11.69571928,0.035321079,21.69579267,5.75236857,-5.035832554,,,
16.82799994,525,-5.327396963,-11.88794227,-3.614469637,-1.956102127,-9.430378798,-15.33048365,-7.669359516,-7.588107305,-9.773374011,-26.80083593,11.0726499,-13.16646404,-1.838711611,19.65874353,4.863609027,-8.343050355,,,
16.83199994,526,-12.74247733,-19.48985595,-13.10556697,-9.672991453,-16.93741649,-18.77326224,-9.61844267,-13.31749183,-14.33074267,-29.8385227,6.835915137,-14.86234315,-4.444005444,15.29991724,5.10866616,-12.80148693,,,
16.83599994,526,-18.57245101,-23.60526908,-21.76983125,-18.70172157,-23.12542328,-21.54122999,-11.13420046,-16.77392426,-17.36933377,-30.83997694,2.071452387,-15.93116074,-7.058892418,9.921700174,6.325913615,-17.06053225,,,
16.83999994,526,-20.84163992,-23.57247554,-26.61702769,-25.93384206,-25.98098842,-23.24459881,-11.71565503,-16.80880312,-18.05181117,-29.40148106,-1.555811554,-15.37371293,-8.915879502,5.219856315,7.821018166,-19.8901859,,,
16.84399994,526,-19.10555911,-20.30214288,-26.31524178,-28.92786819,-25.00259115,-23.69207456,-11.03840979,-13.60351573,-16.79779052,-26.10856264,-3.06606804,-12.7733491,-9.697320854,2.081563121,8.940290509,-21.03403068,,,
16.84799994,526,-14.77798031,-15.70326776,-21.56434921,-27.09117243,-21.24514471,-22.98538905,-8.882545986,-8.260163662,-14.67826373,-22.11077082,-2.661177259,-8.617050549,-9.599724984,0.242541428,9.534110534,-21.4176258,,,
16.85199994,526,-10.17154896,-11.55311085,-14.40898008,-21.69153209,-16.40208967,-21.35444161,-5.223217625,-2.196585054,-12.44424622,-18.46309912,-1.323586331,-4.016938206,-9.033113337,-0.977469079,9.919794658,-22.53595583,,,
16.85599994,526,-6.957527705,-8.578047841,-7.154392636,-14.91287805,-11.79574501,-18.84184799,-0.375507076,3.298223744,-10.15807633,-15.74278244,0.049002057,-0.085494072,-8.254374287,-1.780146045,10.50455855,-25.26609206,,,
16.85999994,526,-5.317256273,-6.395055481,-1.545595311,-8.712373123,-7.9799982,-15.18092794,5.016944451,7.319838514,-7.60752527,-14.02985104,1.17212158,2.571724369,-7.255760234,-1.794742429,11.47836296,-28.96979768,,,
16.86399994,527,-4.339547866,-4.205305945,1.512575756,-4.197707728,-5.017376767,-10.1806634,10.10210357,9.478037562,-4.871264041,-13.06363597,2.162343068,3.906823363,-6.003772892,-0.735023849,12.73655532,-31.81936203,,,
16.86799994,527,-2.997260981,-1.53292082,1.888022483,-1.685043329,-2.935734385,-4.358159038,13.97262365,9.920434198,-2.429697589,-12.4417323,3.004248956,4.13089912,-4.721520731,1.037974384,13.95081687,-32.154372,,,
16.87199994,527,-0.687977646,1.555989828,0.177419135,-1.013856025,-1.814174515,0.953486634,15.96593765,9.239513402,-0.798732004,-11.77850788,3.411204077,3.491111898,-3.827342157,2.648125405,14.73656667,-29.59739114,,,
16.87599994,527,2.80436692,4.707833051,-2.30752537,-1.691193992,-1.491616814,4.308932298,16.05005325,8.256124095,-0.107920592,-10.74642755,3.185360658,2.321880255,-3.56661613,3.33039185,14.87178163,-25.04819083,,,
16.87999994,527,7.28245707,7.585634554,-3.916047664,-2.917596052,-1.417022577,5.003217716,14.90000287,7.725955176,-0.027270244,-9.079829317,2.532496867,1.136260718,-3.724172711,2.941853693,14.40407225,-19.86081909,,,
