bq,Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,others1,others2
0,1.07,-8384.2,-3478.3,-8121.5,-6814.5,2441.7,2602.6,341.1,-2623.7,375.4,4361.2,-3511.3,2807,861.4,941.7,2399,,
0,1.0733,-2869.4,885.3,-3032.2,-1328.7,-1151.9,-1002.5,-2233.1,1085.4,23469.3,-99,-6628.3,-1278.5,-2361.9,-2080.3,-950,,
0,1.0767,-121,46.7,-1869.5,-205.7,177.4,722,441.7,-380,7611.9,865.2,-6679.4,-539,-958.1,-247.9,971.6,,
0,1.08,-2872.5,-5149.1,-5778.4,-4558.9,5095.1,6043.1,5685.6,-5554,-31285.8,6281.9,-3611.6,4279.3,3672.1,4603.6,6233.7,,
0,1.0833,-8360.4,-9501.8,-10839.1,-10026.8,8679.1,9632.6,8248.9,-9259.6,-54284.2,10729.5,-484.3,8352.5,6899,7621.4,9566.9,,
3,1.0867,-11087.4,-8650.7,-11988.4,-11132.3,7336.4,7891.1,5558.9,-7780,-38311.4,9753.3,-452.3,7598.5,5482.4,5781.2,7628.7,,
3,1.09,-8317.8,-3433,-8077.5,-6757.3,2394.8,2546.1,293.4,-2575.3,779.9,4316.1,-3621.6,2759.2,811.7,909.6,2345.7,,
3,1.0933,-2812.5,950.6,-3015.5,-1261.8,-1221.4,-1072.3,-2293.8,1171.6,24045,-162.7,-6912.8,-1339.1,-2473.7,-2138.4,-1010.1,,
3,1.0967,-70.2,130.5,-1858.8,-128.7,89.4,643.1,376.2,-269.3,8349.8,780,-7097.6,-607.7,-1109.4,-327.1,910.2,,
3,1.1,-2829.9,-5066.5,-5756.4,-4484.8,5008.7,5972,5627.9,-5449.3,-30531.4,6192,-4008.5,4218.7,3537.3,4528.2,6184.4,,
0,1.1033,-8330.9,-9441.2,-10803.6,-9974.6,8613.2,9582.8,8204.6,-9186.2,-53676.4,10656.8,-726.7,8313.7,6827.4,7571.4,9536.3,,
0,1.1067,-11069.6,-8614.3,-11947.9,-11111.2,7291.6,7857.7,5523,-7738.5,-37884.6,9702.4,-542.4,7579.7,5472.2,5751.3,7605.4,,
0,1.11,-8298.1,-3401.5,-8039.7,-6757.5,2352.4,2506.7,259.7,-2542.4,1159.8,4268.5,-3688.5,2742.1,810.3,866.3,2305,,
0,1.1133,-2772,1000.9,-2980.5,-1261.5,-1283.9,-1139.5,-2322.8,1223,24570.5,-231.9,-7093.9,-1375.6,-2530.6,-2232.1,-1086.9,,
0,1.1167,1.1,206.6,-1822.6,-110.2,0.4,545.1,360.9,-190.7,9103.2,682.8,-7418.4,-671.2,-1246.7,-479.8,801.6,,
0,1.12,-2737.9,-4980.3,-5717.4,-4445.3,4907.9,5861.8,5626.5,-5359.2,-29658.7,6088.1,-4362.4,4138.5,3356.5,4348.8,6069.7,,
0,1.1233,-8244.5,-9369.5,-10762.8,-9921.1,8523.9,9485.5,8193.2,-9109.8,-52906.4,10578,-963.3,8235,6678.9,7421.5,9443,,
0,1.1267,-11014.7,-8569.8,-11901.2,-11047.9,7227.4,7784.6,5460.1,-7690.5,-37386.6,9663.5,-582.1,7514.2,5420.3,5677.3,7541.5,,
0,1.13,-8284.1,-3376.4,-7973.2,-6679,2309,2449.9,113.3,-2517.8,1382.8,4253.7,-3567.8,2688.8,866.8,878.9,2254.9,,
1,1.1333,-2787.5,1025,-2876.9,-1160.5,-1320,-1197.1,-2545.1,1240.5,24656.9,-254.8,-6917.2,-1423.8,-2408.8,-2158.6,-1146.6,,
0,1.1367,-23.3,241.6,-1677.2,9.3,-37.5,478.1,114.4,-168,9208.6,630.6,-7272.1,-717.8,-1125.1,-387.9,721.9,,
0,1.14,-2755.7,-4936,-5548.1,-4327.1,4869.7,5791.3,5422.2,-5329.6,-29465.6,6012,-4266.9,4097.1,3431.2,4422.9,5979.8,,
1,1.1433,-8251.9,-9323.2,-10602.5,-9827.7,8490.6,9422.4,8069.4,-9076.7,-52648.2,10500.3,-892.9,8202.6,6699.9,7459.7,9361.2,,
0,1.1467,-11014,-8522.7,-11776.1,-10987.5,7197.8,7732,5403.5,-7652.7,-37103,9599.6,-516.4,7486.6,5411.7,5677.6,7476.4,,
0,1.15,-8274.4,-3321.5,-7884.4,-6637.2,2273.9,2398.3,73.7,-2468.4,1693.8,4198.2,-3519.9,2654.4,858.5,849,2199.3,,
0,1.1533,-2762.3,1093,-2801.5,-1112,-1368.8,-1259.4,-2614.5,1305.7,25021.6,-319.4,-6915.8,-1474,-2401.6,-2206.6,-1205.5,,
3,1.1567,23.6,315.2,-1588.6,78.9,-97.3,404,4.7,-94.2,9614.8,548.8,-7323.7,-779.6,-1105.3,-439.7,656.2,,
0,1.16,-2689,-4874.9,-5437.2,-4244.3,4811.6,5717.4,5297.7,-5263.5,-29097.3,5925.2,-4338.7,4039.5,3452.8,4380.5,5917,,
3,1.1633,-8176.3,-9288.1,-10482.4,-9752.9,8445.9,9362.6,7964.4,-9031,-52412.3,10429.4,-932.7,8164.4,6715.3,7432.1,9312.7,,
0,1.1667,-10940.8,-8508.2,-11667.6,-10935.1,7165.5,7688,5331.9,-7625,-37022,9552.5,-488.4,7468.5,5419,5658.2,7440.4,,
0,1.17,-8207.2,-3305,-7797.5,-6602,2240.9,2356.7,23.4,-2443,1705.4,4159.2,-3423.7,2641.5,857.7,822,2158.4,,
3,1.1733,-2696.5,1132.9,-2730.5,-1075.8,-1415.9,-1315.5,-2663.9,1343.8,25101.1,-375.9,-6778.6,-1500.5,-2412.8,-2256,-1271.2,,
0,1.1767,92.5,381.2,-1522.7,129.7,-159.8,327.8,-52.6,-42.1,9850.2,463,-7179.5,-828.2,-1130.6,-514.9,560.7,,
0,1.18,-2620.4,-4800.4,-5375.2,-4181.3,4745,5631.2,5239.4,-5209.3,-28719,5824.5,-4217.1,3975.1,3412.2,4290.2,5806.9,,
0,1.1833,-8117.5,-9226.1,-10433.4,-9690,8387.3,9282.3,7914.2,-8986.2,-51967.5,10341.6,-859.8,8096.6,6664.3,7345.8,9211,,
0,1.1867,-10897.5,-8464.4,-11637.8,-10877.7,7116.7,7621.8,5288.3,-7587.6,-36568.6,9493.4,-486.3,7404.4,5368.5,5594.7,7361.1,,
0,1.19,-8172.6,-3266.7,-7775.8,-6539.9,2193.7,2301,-23.4,-2399.2,2166.2,4120,-3498.1,2579.4,820.6,794.4,2099.1,,
0,1.1933,-2654.4,1182.2,-2690.2,-992,-1468.5,-1367.6,-2718.1,1405,25584.3,-418.7,-6904.4,-1563.4,-2426.6,-2240.7,-1320.8,,
2,1.1967,155.3,443.7,-1439.9,239.9,-213.2,279,-104.7,31.2,10320.2,402.1,-7304.4,-887,-1119.1,-457.9,515.6,,
2,1.2,-2538.8,-4739.1,-5248,-4061.7,4703.6,5592.2,5203.3,-5143.3,-28358.1,5752.4,-4290.9,3932.7,3441.7,4374.5,5769.3,,
2,1.2033,-8032.3,-9182.1,-10285.4,-9589.9,8364.9,9256,7893.2,-8944.2,-51798.8,10276.7,-867,8079,6697.1,7426.5,9183.9,,
2,1.2067,-10824.9,-8438,-11501,-10816.5,7103.3,7597.3,5258.3,-7568.1,-36574.5,9444.1,-452,7404.9,5389.8,5632.4,7336.6,,
0,1.21,-8116.3,-3240.6,-7667.9,-6514,2166.4,2257.4,-94.5,-2382.5,2115.7,4074.4,-3459.8,2577.5,824.9,760.4,2059.3,,
0,1.2133,-2604.9,1227.1,-2606.1,-980.2,-1527.2,-1445.8,-2841.9,1439.5,25641.9,-480.8,-6876,-1588.8,-2432.3,-2345.3,-1389.9,,
1,1.2167,208.8,510.2,-1362.7,257.1,-300.3,170.9,-254.9,87.9,10547.5,316.8,-7271.7,-942.4,-1122.5,-599.3,420.5,,
1,1.22,-2480.7,-4667.2,-5168.5,-4033.9,4610.2,5477.6,5078.8,-5077.7,-28025.6,5660.3,-4242.4,3858.3,3444.1,4242.4,5669.3,,
0,1.2233,-7979.7,-9124.2,-10210.6,-9557.3,8288.1,9160,7837.7,-8885.4,-51478.5,10203.2,-828.2,8003.5,6692.7,7334.1,9102,,
0,1.2267,-10786.3,-8397.7,-11443.7,-10780.6,7049.1,7528.5,5276.4,-7517.5,-36327.6,9399.7,-478.1,7339.4,5359,5579.6,7280.5,,
2,1.23,-8087.2,-3202.6,-7629.5,-6463.6,2122.3,2204.1,-38,-2327.2,2323.7,4044,-3583.7,2520.6,762.5,728.1,2017.6,,
0,1.2333,-2569.7,1281,-2569.4,-899.9,-1577.2,-1501.5,-2794.9,1511.8,25880.2,-523.6,-7060.8,-1642.5,-2503.8,-2370.6,-1435.3,,
0,1.2367,263,582.4,-1304,370.1,-359,105.4,-245.4,172.2,10830.7,249.3,-7423.7,-992.5,-1165.2,-612.5,363.4,,
2,1.24,-2410.4,-4593.4,-5078.9,-3906.7,4554.9,5410.1,5055.7,-5002.6,-27755.3,5581.2,-4290.3,3819.3,3449.9,4253.6,5607.2,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
